Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Moves,WhiteFirstMove,BlackFirstMove,MyResult,MyFirstMove,MyElo,MyOpponentsElo
Rated Bullet game,https://lichess.org/wpdNwecr,2021.01.30,MMSC,OzymandiasS,0-1,2021/01/30,17:07:14,1747,1868,-4,+4,Standard,60+0,A41,Normal,1. d4 d6 2. c4 e6 3. Nf3 g6 4. e3 Bg7 5. Be2 Ne7 6. O-O O-O 7. Re1 b6 8. Nc3 Bb7 9. a3 Nd7 10. Qc2 Rc8 11. Bd3 c5 12. Qb1 cxd4 13. exd4 d5 14. c5 bxc5 15. dxc5 Nxc5 16. Bg5 Nxd3 17. Qxd3 f6 18. Bh4 Nf5 19. Rxe6 Nxh4 20. Nxh4 Rc6 21. Rae1 Rxe6 22. Rxe6 Re8 23. Rxe8+ Qxe8 24. Nf3 d4 25. Nb5 Ba6 26. a4 f5 27. Nfxd4 Qe1+ 28. Qf1 Qxf1+ 29. Kxf1 Bxb5+ 30. axb5 Bxd4 31. Ke2 Bxb2 32. Kd3 Bf6 33. Kc4 Kf7 34. Kb4 Ke7 35. Ka5 Bd4 36. Ka6 Bb6 37. Kb7 Ke6 38. Kc6 Ke5 39. Kd7 Ke4 40. Ke7 h5 41. Kf7 g5 42. Kg6 f4 43. Kxh5 f3 44. Kxg5 fxg2 45. h4 g1=Q+ 46. Kh5 Qxf2 47. Kg6 Qh2 48. h5 Qxh5+ 49. Kxh5 Kd5 50. Kg4 Kc5 51. Kf3 Kxb5 52. Ke4 Kb4 53. Kd5 Kb3 54. Kc6 Kb4 55. Kb7 Kc5 56. Ka6 Kc4 57. Kb7 Kb5 58. Ka8 a5 59. Kb7 a4 60. Kc8 a3 61. Kd7 a2 0-1,d4,d6,Win,d6,1868,1747
Rated Bullet game,https://lichess.org/VbFsNgcq,2021.01.30,OzymandiasS,Liam77777,1-0,2021/01/30,17:05:46,1862,1864,+6,-6,Standard,60+0,B01,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nf6 5. Be3 Bg4 6. Nf3 Bxf3 7. Qxf3 Nc6 8. Bb5 a6 9. Bxc6+ bxc6 10. Qxc6+ Nd7 11. O-O-O e6 12. d5 Bb4 13. dxe6 fxe6 14. Qxe6+ Be7 15. Bc5 Rf8 16. Rhe1 Rf7 17. Nd5 Kf8 18. Bxe7+ Rxe7 19. Nxe7 Qe8 20. Qg8# 1-0,e4,d5,Win,e4,1862,1864
Rated Bullet game,https://lichess.org/y3yvRwqA,2021.01.30,raymdw,OzymandiasS,0-1,2021/01/30,17:03:10,1861,1857,-6,+5,Standard,60+0,B00,Time forfeit,1. e4 d6 2. Nf3 e6 3. d4 g6 4. Nc3 Bg7 5. Bd3 Ne7 6. Be3 O-O 7. O-O b6 8. h3 Bb7 9. Qd2 Nd7 10. g4 Rc8 11. h4 c5 12. h5 cxd4 13. Nxd4 e5 14. Ndb5 Nf6 15. h6 Bh8 16. g5 Nh5 17. Be2 a6 18. Nxd6 Rc7 19. Bxh5 gxh5 20. Nxb7 Rxb7 21. Qe2 Nc6 22. Rad1 Qe7 23. Nd5 Qe6 24. Qxa6 Qg4+ 25. Kh1 Qf3+ 26. Kg1 Rd7 27. Qxb6 Ne7 28. Nf6+ Bxf6 29. Qxf6 Qxf6 30. gxf6 Ng6 31. Rd3 Rxd3 32. cxd3 Nf4 33. Bxf4 exf4 34. Kg2 Kh8 35. Rg1 Rg8+ 36. Kf3 Rxg1 37. Kxf4 Kg8 38. e5 Kf8 39. e6 Re1 40. e7+ Ke8 41. d4 Rb1 42. d5 Rxb2 43. a3 Ra2 44. Ke4 Rxa3 45. Ke5 Ra7 46. Kd6 Rd7+ 47. Ke5 Rc7 48. d6 Rd7 49. Kd5 h4 50. Kc6 h3 0-1,e4,d6,Win,d6,1857,1861
Rated Bullet game,https://lichess.org/xq2u19NQ,2021.01.30,Taha9292,OzymandiasS,1-0,2021/01/30,17:00:36,1840,1863,+6,-6,Standard,60+0,D00,Time forfeit,1. e4 d5 2. d4 dxe4 3. c4 Nf6 4. d5 e6 5. Nc3 exd5 6. cxd5 Bd6 7. Bg5 Nbd7 8. Bb5 h6 9. Bxd7+ Bxd7 10. Bh4 O-O 11. Nge2 Bg4 12. Bxf6 Qxf6 13. Nxe4 Qxb2 14. Rb1 Bb4+ 15. Nd2 Qa3 16. O-O Rae8 17. f3 Qe3+ 18. Kh1 Qxe2 19. Qb3 Qxd2 20. Rbd1 Qc3 21. Qa4 Bf5 22. Qxa7 Bc5 23. Qxb7 Re2 24. Qxc7 Qc2 25. Rg1 Bxg1 26. Rxg1 Bd3 27. d6 Rfe8 28. Qxc2 Rxc2 29. d7 Rd8 30. h4 Rxd7 31. Rd1 Bg6 32. Rxd7 Rc1+ 33. Kh2 Ra1 34. Rd8+ Kh7 35. Ra8 Re1 36. g4 Bd3 37. Rh8+ Kxh8 38. Kg3 Re2 39. g5 Rxa2 40. gxh6 Kg8 41. h5 gxh6 42. Kg4 1-0,e4,d5,Loss,d5,1863,1840
Rated Bullet game,https://lichess.org/JbY07wDs,2021.01.30,OzymandiasS,lennosankari,0-1,2021/01/30,16:57:29,1869,1802,-6,+7,Standard,60+0,C42,Time forfeit,1. e4 e5 2. Nf3 Nf6 3. Nxe5 Nc6 4. Nxc6 dxc6 5. d3 Bc5 6. Be3 Bxe3 7. fxe3 Ng4 8. Qf3 Qg5 9. Be2 Nxe3 10. Na3 O-O 11. h4 Qh6 12. Kf2 Ng4+ 13. Ke1 Ne5 14. Qg3 Ng6 15. Nc4 b5 16. Ne5 Nxe5 17. Qxe5 Qd6 18. Qc3 b4 19. Qb3 a5 20. c3 Be6 21. Qc2 c5 22. cxb4 cxb4 23. Kd2 c5 24. Raf1 c4 25. Qb1 c3+ 26. bxc3 bxc3+ 27. Kxc3 Rab8 28. Kd2 Qb4+ 29. Qxb4 Rxb4 30. Rb1 Rfb8 31. Rxb4 Rxb4 0-1,e4,e5,Loss,e4,1869,1802
Rated Bullet game,https://lichess.org/IirdGMBm,2021.01.30,Chess_bond,OzymandiasS,1-0,2021/01/30,16:55:38,1891,1875,+6,-6,Standard,60+0,A41,Normal,1. d4 d6 2. c4 e6 3. Nc3 g6 4. Nf3 Bg7 5. e4 Ne7 6. Bd3 O-O 7. Be3 b6 8. O-O Bb7 9. h3 Nd7 10. Qd2 Rc8 11. Bh6 c5 12. d5 exd5 13. cxd5 Ne5 14. Nxe5 dxe5 15. Bxg7 Kxg7 16. f4 exf4 17. Qxf4 f5 18. Qe5+ Kg8 19. exf5 Nxf5 20. Bxf5 gxf5 21. Rxf5 Rxf5 22. Qxf5 Qd6 23. Re1 Rf8 24. Qe6+ Qxe6 25. dxe6 Re8 26. e7 Kf7 27. Nb5 Ba6 28. Nd6+ Kf6 29. Nxe8+ Kf7 30. Nc7 Kg6 31. Nxa6 1-0,d4,d6,Loss,d6,1875,1891
Rated Bullet game,https://lichess.org/IBamrY8J,2021.01.30,OzymandiasS,singe-vert,0-1,2021/01/30,16:52:19,1881,1858,-6,+6,Standard,60+0,C57,Normal,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 Bc5 5. Nxf7 Bxf2+ 6. Kf1 Qe7 7. Nxh8 d5 8. d3 dxc4 9. Kxf2 Bg4 10. Qd2 Nd4 11. c3 Nxe4+ 12. dxe4 Qf6+ 13. Ke1 Qh4+ 14. g3 Nf3+ 15. Kf2 Qf6 16. Qg5 Nxg5+ 17. Ke3 Qf3+ 18. Kd2 Nxe4+ 19. Kc2 Qd3# 0-1,e4,e5,Loss,e4,1881,1858
Rated Bullet game,https://lichess.org/H25KIvNT,2021.01.30,mikegriffin,OzymandiasS,1-0,2021/01/30,13:34:45,1927,1886,+5,-5,Standard,60+0,A41,Time forfeit,1. d4 d6 2. c4 e6 3. Nf3 g6 4. g3 Bg7 5. Bg2 Ne7 6. O-O O-O 7. Nbd2 c6 8. Qc2 Nd7 9. e4 Nf6 10. e5 dxe5 11. Nxe5 Re8 12. Ndf3 b6 13. Rd1 Bb7 14. c5 bxc5 15. dxc5 Qc7 16. Bf4 Nfd5 17. Nc4 Nxf4 18. gxf4 Rad8 19. Nd6 Nd5 20. Nxe8 Rxe8 21. Ne5 Nxf4 22. Nc4 Nxg2 23. Kxg2 Qf4 24. Qd3 Ba6 25. b3 Be5 26. Qe3 Qxh2+ 27. Kf1 Qh1+ 28. Ke2 Qh5+ 29. Qf3 Qxf3+ 30. Kxf3 Bxa1 31. Rxa1 Bxc4 32. bxc4 Rd8 33. Rc1 Rd4 34. Rc2 e5 35. Ke3 f5 36. f4 Rxf4 37. Rd2 1-0,d4,d6,Loss,d6,1886,1927
Rated Bullet game,https://lichess.org/y7qAl3GC,2021.01.30,OzymandiasS,jorllofi,0-1,2021/01/30,13:31:51,1891,1911,-5,+6,Standard,60+0,B12,Normal,1. e4 c6 2. d4 g6 3. c4 Bg7 4. Nc3 d6 5. Be3 Qb6 6. b3 Qa5 7. Qc2 c5 8. Nf3 Bg4 9. O-O-O Nc6 10. h3 Bxf3 11. gxf3 cxd4 12. Nd5 dxe3 13. Bg2 Nf6 14. fxe3 Nxd5 15. exd5 Nb4 16. Qe4 Nxa2+ 17. Kc2 Qc3+ 18. Kb1 Qb2# 0-1,e4,c6,Loss,e4,1891,1911
Rated Bullet game,https://lichess.org/OiRdtIfX,2021.01.30,OzymandiasS,Amir212,0-1,2021/01/30,13:29:34,1897,1912,-6,+6,Standard,60+0,B56,Normal,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Be3 a6 7. f3 e6 8. Bc4 Be7 9. Qd2 Bd7 10. h4 b5 11. Bb3 Na5 12. g4 Nxb3 13. axb3 Rc8 14. g5 Ng8 15. f4 Qc7 16. h5 h6 17. g6 f6 18. f5 e5 19. Ne6 Bxe6 20. fxe6 Bd8 21. Nd5 Qc6 22. Rf1 Ne7 23. Nxf6+ gxf6 24. Rxf6 Qxc2 25. Qxc2 Rxc2 26. Rc1 Rxc1+ 27. Bxc1 Nc6 28. g7 Rg8 29. Bxh6 Bxf6 30. Kd2 Bxg7 31. Bxg7 Rxg7 32. Ke3 Rh7 33. Kf3 Rxh5 34. Kg4 Rh7 35. Kf5 Re7 36. Kf6 Nd4 37. b4 Rxe6+ 38. Kg7 Kd7 39. b3 Kc6 40. Kf7 Rh6 41. Ke7 Rh4 42. Kd8 Rxe4 43. Kc8 Re3 44. Kb8 Rxb3 45. Ka8 Rxb4 46. Ka7 Ra4 47. Kb8 b4 48. Ka8 b3 49. Kb8 b2 50. Ka7 b1=Q 51. Ka8 Qb7# 0-1,e4,c5,Loss,e4,1897,1912
Rated Bullet game,https://lichess.org/urfb9GZE,2021.01.30,Soberz,OzymandiasS,0-1,2021/01/30,13:27:37,1891,1891,-6,+6,Standard,60+0,A41,Normal,1. d4 d6 2. e3 e6 3. c3 g6 4. f3 Bg7 5. Bd3 Ne7 6. Qc2 O-O 7. h4 b6 8. h5 Bb7 9. hxg6 fxg6 10. Bxg6 Nxg6 11. f4 e5 12. fxe5 dxe5 13. Nf3 exd4 14. exd4 Bxf3 15. gxf3 Rxf3 16. Bh6 Qe7+ 17. Kd1 Nc6 18. Nd2 Rf2 19. Re1 Qh4 20. Be3 Rg2 21. b3 Re8 22. Qd3 Nf4 23. Bxf4 Rxe1+ 24. Kc2 Rxa1 25. Qc4+ Kf8 26. Qxc6 Qxf4 27. Kd3 Qxd2+ 28. Kc4 Qe2+ 29. Kb4 Kg8 30. Qxc7 Bf8+ 31. Ka4 Rxa2# 0-1,d4,d6,Win,d6,1891,1891
Rated Bullet game,https://lichess.org/6QUfzbdr,2021.01.30,OzymandiasS,Nikipav,1-0,2021/01/30,13:25:07,1885,1910,+6,-6,Standard,60+0,B06,Time forfeit,1. e4 g6 2. d3 Bg7 3. Nc3 Bxc3+ 4. bxc3 Nc6 5. Nf3 d6 6. Be3 Bg4 7. Be2 Bxf3 8. Bxf3 e5 9. O-O Nge7 10. d4 f5 11. dxe5 dxe5 12. exf5 Nxf5 13. Qxd8+ Rxd8 14. Bxc6+ bxc6 15. Bxa7 Rf8 16. Bc5 Rf7 17. Rad1 Rxd1 18. Rxd1 e4 19. g3 h5 20. Re1 Nd6 21. Bxd6 cxd6 22. Rxe4+ Kd7 23. Ra4 Rf3 24. Ra7+ Ke6 25. Ra3 Kd5 26. Kg2 Rf5 27. Ra5+ Ke6 28. Rxf5 Kxf5 29. f3 Ke5 30. Kf2 Kd5 31. Ke3 Kc4 32. Kd2 d5 33. f4 Kb5 34. Kd3 c5 35. a3 Ka4 36. c4 dxc4+ 37. Kxc4 Kxa3 38. Kxc5 Kb2 39. c4 Kc3 40. Kd5 Kd3 41. c5 Ke2 42. c6 Kf3 43. c7 Kg2 44. c8=Q Kxh2 45. Qg8 Kxg3 46. Qxg6+ Kh4 47. Qh6 Kg3 48. f5 h4 49. f6 h3 50. Qxh3+ Kxh3 51. f7 Kg3 52. f8=Q Kh4 53. Ke5 Kh5 54. Kf5 Kh4 55. Kf4 Kh3 56. Kf3 Kh4 57. Qf7 Kh3 58. Qg7 Kh4 59. Kf4 Kh5 60. Kf5 1-0,e4,g6,Win,e4,1885,1910
