Event,Site,Date,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,Variant,TimeControl,ECO,Termination,Moves,WhiteFirstMove,BlackFirstMove,MyResult,MyFirstMove,MyElo,MyOpponentsElo
Rated Bullet game,https://lichess.org/BesfM8Kq,2020.05.31,ichbinati,OzymandiasS,1-0,2020/05/31,16:03:11,1748,1734,+6,-5,Standard,60+0,C00,Time forfeit,1. d3 e6 2. e4 d6 3. Nc3 g6 4. Bd2 Bg7 5. Nf3 Ne7 6. Be2 O-O 7. O-O b6 8. d4 Bb7 9. d5 Nd7 10. dxe6 fxe6 11. Bg5 e5 12. Nd5 Bf6 13. Nxf6+ Nxf6 14. Bxf6 Rxf6 15. Qd2 Bxe4 16. Qh6 Nf5 17. Qd2 h6 18. Ne1 Kg7 19. f3 Bb7 20. Nd3 Nd4 21. Nf2 Qd7 22. Ne4 Rf5 23. Ng3 Rg5 24. Bd3 Rf8 25. Ne4 Bxe4 26. Bxe4 c6 27. Bd3 d5 28. Rf2 e4 29. Rc1 exf3 30. g3 Nf5 31. h4 Nxh4 32. Kh2 Ng2 33. Rxg2 fxg2 34. Kxg2 Qf5 35. Rf1 1-0,d3,e6,Loss,e6,1734,1748
Rated Bullet game,https://lichess.org/4NNXLRJ9,2020.05.30,newbeePlayer,OzymandiasS,0-1,2020/05/30,22:37:25,1716,1729,-5,+5,Standard,60+0,A00,Time forfeit,1. f3 d6 2. c3 e5 3. Qa4+ c6 4. Kd1 Nf6 5. Qh4 Be7 6. Qe1 O-O 7. d3 Be6 8. g4 Nbd7 9. h4 d5 10. h5 e4 11. Nh3 exf3 12. exf3 Re8 13. Qg3 Nc5 14. Nf2 d4 15. c4 Bd6 16. Qg2 Qc7 17. g5 Nfd7 18. h6 g6 19. Nd2 Bf4 20. Nde4 Bxc1 21. Kxc1 Nxe4 22. Nxe4 Qf4+ 23. Kc2 Nc5 24. Nf6+ Kh8 25. Re1 Re7 26. Be2 Bf5 27. Rd1 Rae8 28. Rhe1 Ne6 29. Nxe8 Rxe8 30. Rh1 Nc5 31. Rhe1 Qc7 32. f4 Qa5 33. Ra1 Qa4+ 34. b3 Qb4 35. Red1 Qc3+ 36. Kb1 Nxd3 37. Bxd3 Bxd3+ 38. Rxd3 Qxd3+ 39. Qc2 Qc3 40. Qxc3 dxc3 41. Kc2 Re4 42. Rf1 Rxf4 43. Rxf4 Kg8 44. Kxc3 f5 45. Kd4 Kf7 46. Ke5 Ke7 0-1,f3,d6,Win,d6,1729,1716
Rated Bullet game,https://lichess.org/G9ddNX7G,2020.05.30,OzymandiasS,newbeePlayer,1-0,2020/05/30,22:35:01,1723,1722,+6,-6,Standard,60+0,B10,Time forfeit,1. e4 c6 2. d3 d5 3. Nc3 d4 4. Nce2 e5 5. f4 Bg4 6. Nf3 Bxf3 7. gxf3 exf4 8. Bxf4 Nf6 9. Qd2 Nbd7 10. O-O-O a5 11. Bh3 Be7 12. e5 Nd5 13. Nxd4 Nxf4 14. Qxf4 a4 15. e6 O-O 16. exf7+ Rxf7 17. Qe4 Nf6 18. Qe3 b5 19. Nxc6 Qf8 20. Nxe7+ Rxe7 21. Qg5 Kh8 22. Rde1 Rae8 23. Rxe7 Rxe7 24. a3 Re2 25. Rg1 b4 26. axb4 g6 27. Qc5 Qxc5 28. bxc5 Nd5 29. Be6 Nb4 30. Bc4 Nxc2 31. d4 Rxh2 32. Bd3 Nxd4 33. Re1 Nxf3 34. c6 Nd4 35. Kd1 Nxc6 36. Re8+ Kg7 37. Rc8 Kh6 38. Bc4 Nb4 39. Bd5 1-0,e4,c6,Win,e4,1723,1722
Rated Bullet game,https://lichess.org/DssSLLRM,2020.05.30,dracaryss,OzymandiasS,1-0,2020/05/30,22:32:15,1701,1729,+6,-6,Standard,60+0,C23,Time forfeit,1. e4 e5 2. Bc4 d6 3. d3 Nf6 4. c3 Be7 5. Nf3 O-O 6. O-O Be6 7. Bb5 c6 8. Ba4 Nbd7 9. Bc2 b5 10. h3 a5 11. Nh2 h6 12. f4 exf4 13. Bxf4 Qb6+ 14. Kh1 d5 15. e5 Ne8 16. d4 c5 17. Be3 c4 18. Qf3 b4 19. Ng4 a4 20. Qg3 Kh8 21. Nxh6 gxh6 22. Bxh6 Rg8 23. Qh4 Bxh4 24. Nd2 bxc3 25. bxc3 a3 26. Rab1 Qc6 27. Nf3 Be7 28. Nh2 Rg6 29. Bxg6 fxg6 30. Be3 Kh7 31. Rbe1 Bh4 32. Rf4 g5 33. Rxh4+ gxh4 34. Bg5 Ng7 35. Bxh4 Nf8 36. Ng4 Ng6 37. Nf6+ Kh8 38. Rf1 Rf8 39. Bg5 Nf5 40. Ng4 1-0,e4,e5,Loss,e5,1729,1701
Rated Bullet game,https://lichess.org/mkNogFLx,2020.05.30,OzymandiasS,Jonnyboy10x10,0-1,2020/05/30,17:42:59,1734,1763,-5,+5,Standard,60+0,A00,Normal,1. e3 e5 2. d4 Nc6 3. dxe5 Nxe5 4. Nc3 Nf6 5. Be2 Be7 6. Nf3 O-O 7. O-O Nxf3+ 8. Bxf3 Re8 9. b3 c6 10. Bb2 d5 11. Ne2 Bd6 12. Nd4 Bc7 13. h3 Qd6 14. g3 c5 15. Ne2 Ne4 16. Bxe4 Rxe4 17. c4 Qg6 18. cxd5 Bxh3 19. Re1 Rg4 20. Nf4 Bxf4 21. exf4 Rxg3+ 22. fxg3 Qxg3+ 23. Kh1 Qg2# 0-1,e3,e5,Loss,e3,1734,1763
Rated Bullet game,https://lichess.org/4yExqHKz,2020.05.30,UserVKO,OzymandiasS,1-0,2020/05/30,17:41:08,1756,1740,+6,-6,Standard,60+0,C41,Normal,1. e4 e5 2. Nf3 d6 3. Bc4 Be6 4. d4 Bxc4 5. dxe5 dxe5 6. Qxd8+ Kxd8 7. Nxe5 Be6 8. f4 f6 9. f5 fxe5 10. fxe6 Be7 11. Nc3 Nc6 12. Nd5 Nh6 13. h3 Rf8 14. Be3 Nd4 15. O-O-O Kc8 16. Bxd4 exd4 17. Rxd4 Bd6 18. Rhd1 Re8 19. e7 Nf7 20. g4 Ne5 21. b3 Nf3 22. R4d3 Ng5 23. e5 Bc5 24. Nb6+ axb6 25. Rd8+ Rxd8 26. exd8=Q# 1-0,e4,e5,Loss,e5,1740,1756
Rated Bullet game,https://lichess.org/ENTGmtBx,2020.05.30,OzymandiasS,UserVKO,0-1,2020/05/30,17:39:38,1745,1750,-5,+6,Standard,60+0,D00,Normal,1. e3 d5 2. d4 e5 3. Be2 exd4 4. exd4 Be6 5. c3 Nd7 6. Nf3 c5 7. O-O b6 8. dxc5 bxc5 9. Bf4 Nb6 10. Bb5+ Nd7 11. Ne5 Nf6 12. Nd2 Be7 13. Nxd7 Nxd7 14. Nf3 O-O 15. Ne5 Nxe5 16. Bxe5 Bd6 17. Bxd6 Qxd6 18. Qh5 Rab8 19. Bd3 g6 20. Qh6 Rxb2 21. Rae1 Rxa2 22. Re3 d4 23. Rf3 dxc3 24. Be4 c2 25. Rc1 Qd1+ 26. Rxd1 cxd1=Q# 0-1,e3,d5,Loss,e3,1745,1750
Rated Bullet game,https://lichess.org/C8l3MpiM,2020.05.30,OzymandiasS,Digimansion,1-0,2020/05/30,17:37:23,1740,1741,+5,-5,Standard,60+0,D00,Time forfeit,1. e3 d5 2. d4 Nf6 3. Bd3 h6 4. b3 a6 5. Bb2 Bg4 6. Nd2 Bh5 7. f3 Bg6 8. Bxg6 fxg6 9. Ne2 Nbd7 10. O-O b5 11. c4 dxc4 12. bxc4 Nb6 13. c5 Nbd5 14. e4 Ne3 15. Qe1 Nxf1 16. Qxf1 Qc8 17. Qf2 Nh5 18. d5 g5 19. Nd4 Nf4 20. c6 e5 21. dxe6 Nxe6 22. Nxe6 Qxe6 23. Nb3 Qxc6 24. Rc1 Qd7 25. Nd4 c5 26. Nf5 c4 27. Qe2 Qc7 28. Rd1 Bc5+ 29. Kh1 Rg8 30. Nd4 Kd8 31. Ne6+ Ke7 32. Nxc7 Rac8 33. Nd5+ 1-0,e3,d5,Win,e3,1740,1741
Rated Bullet game,https://lichess.org/kBh8tQHW,2020.05.30,elduns,OzymandiasS,1-0,2020/05/30,17:34:45,1744,1745,+6,-5,Standard,60+0,A41,Time forfeit,1. d4 d6 2. d5 e6 3. c4 exd5 4. cxd5 Nf6 5. Nc3 Be7 6. e4 O-O 7. Nf3 b6 8. g3 Bb7 9. Bg2 Nbd7 10. O-O Rc8 11. Re1 c6 12. Bf4 cxd5 13. exd5 Re8 14. a3 Bf8 15. Rxe8 Qxe8 16. Qa4 Nc5 17. Qxe8 Rxe8 18. b4 Nd3 19. Rd1 Nxf4 20. gxf4 Ng4 21. Nd4 g6 22. Nc6 Bg7 23. Nb5 a6 24. Nxd6 Bxc6 25. Nxe8 Bxe8 26. d6 Bd7 27. h3 Nf6 28. Bf3 h5 29. a4 Bh6 30. b5 a5 31. Bc6 Bf5 32. d7 Bxf4 33. d8=Q+ Kg7 34. Qxb6 Bc2 35. Rd8 Bxa4 36. Qxa5 Bc2 37. Qa7 Bf5 38. Rd7 Be6 39. Rxf7+ Bxf7 40. Be8 1-0,d4,d6,Loss,d6,1745,1744
Rated Bullet game,https://lichess.org/cQPtkQTu,2020.05.30,OzymandiasS,Igorukraine,0-1,2020/05/30,17:32:16,1750,1833,-5,+4,Standard,60+0,A00,Time forfeit,1. e3 d6 2. d3 e6 3. b3 Nf6 4. Bb2 Be7 5. Nd2 e5 6. g3 Nc6 7. Bg2 b6 8. Ne2 Bb7 9. O-O O-O 10. f4 exf4 11. Nxf4 Ng4 12. Nh5 Nxe3 13. Qe2 Nxf1 14. Bxg7 Re8 15. Rxf1 Bg5 16. Qg4 Bc8 17. Bf6 Bxg4 18. Bxd8 Rexd8 19. Nf6+ Bxf6 20. Rxf6 Kg7 21. Rf4 Be6 22. Bxc6 Rab8 23. Ne4 d5 24. Ng5 Rf8 25. Nxe6+ fxe6 26. Rg4+ Kh8 27. Bd7 Rg8 28. Ra4 e5 29. Rxa7 Rg7 30. Bc6 d4 31. Be4 c5 32. Ra6 b5 33. Re6 Rbg8 34. Rxe5 Rg5 35. Re6 R5g7 36. Bd5 Rf8 37. Re5 Rg6 38. Re6 Rgf6 39. Rxf6 Rxf6 40. Bc6 Rf7 41. Bxb5 Re7 42. Bc4 Rd7 43. Kf2 Rd6 44. Kf3 Kg7 45. Ke4 Kf6 46. Kf4 Rd7 47. g4 Re7 0-1,e3,d6,Loss,e3,1750,1833
Rated Bullet game,https://lichess.org/Icwio0XQ,2020.05.30,Omjenggot,OzymandiasS,1-0,2020/05/30,14:47:56,1771,1755,+6,-5,Standard,60+0,C00,Normal,1. e4 e6 2. c3 d6 3. e5 g6 4. exd6 Bxd6 5. d4 Nf6 6. Nf3 O-O 7. Bg5 Be7 8. Bxf6 Bxf6 9. Nbd2 Bg7 10. a4 b6 11. Bd3 Bb7 12. O-O Nd7 13. Bb5 Rc8 14. Bxd7 Qxd7 15. b4 f6 16. Re1 Rfe8 17. Nc4 Bd5 18. Ne3 Bb7 19. c4 c5 20. d5 exd5 21. Nxd5 Bxd5 22. cxd5 Rxe1+ 23. Qxe1 Qxd5 24. b5 f5 25. Rd1 Qc4 26. Qe6+ Qxe6 27. Nd4 Qc4 28. Nc6 Qxa4 29. Re1 Qxb5 30. Ne7+ Kf7 31. Nxc8 Bd4 32. Nd6+ Kg7 33. Nxb5 Bc3 34. Nxc3 1-0,e4,e6,Loss,e6,1755,1771
Rated Bullet game,https://lichess.org/kg6NW1Np,2020.05.30,l4V,OzymandiasS,1-0,2020/05/30,14:45:54,1776,1760,+6,-5,Standard,60+0,A41,Normal,1. e4 d6 2. d4 e5 3. dxe5 dxe5 4. Qxd8+ Kxd8 5. Nf3 f6 6. c4 Bd6 7. b3 Be6 8. Nc3 Nd7 9. Nb5 Ne7 10. Nxd6 cxd6 11. Ba3 Rc8 12. Bxd6 Nc5 13. Bxc5 Rxc5 14. Be2 Kc7 15. Rd1 Rd8 16. O-O Rxd1 17. Rxd1 Ng6 18. g3 Bg4 19. Nd2 Bxe2 20. Re1 Bd3 21. a3 Ne7 22. b4 Rc6 23. c5 b6 24. Nb3 bxc5 25. Na5 Rb6 26. bxc5 Rb5 27. Rd1 Bxe4 28. Nc4 Rxc5 29. Nd6 Nd5 30. Nxe4 Rc2 31. Rxd5 Rc1+ 32. Kg2 Ra1 33. Ra5 a6 34. Rxa6 Ra2 35. Ra7+ Kb6 36. Rxg7 Rxa3 37. Rxh7 Ra4 38. Nxf6 Re4 39. Rh5 Re2 40. Ng4 e4 41. Ne3 Re1 42. Rh4 Rxe3 43. Rxe4 Re2 44. Rxe2 Kc5 45. h4 Kd5 46. h5 1-0,e4,d6,Loss,d6,1760,1776
Rated Bullet game,https://lichess.org/IGw4ohRm,2020.05.30,OzymandiasS,johndaniels1200,1-0,2020/05/30,14:44:11,1755,1754,+5,-6,Standard,60+0,A00,Normal,1. e3 c5 2. d4 cxd4 3. exd4 d5 4. c3 Nf6 5. Nf3 g6 6. Bd3 Bg7 7. O-O O-O 8. Be3 Nc6 9. Qc2 Bg4 10. Nbd2 e6 11. h3 Bxf3 12. Nxf3 Rc8 13. Rae1 Nb4 14. Qd2 Nxd3 15. Qxd3 Ne4 16. Ne5 Bxe5 17. dxe5 Nc5 18. Qc2 b6 19. f4 Ne4 20. g4 Qh4 21. Rf3 h5 22. Bf2 Nxf2 23. Qxf2 hxg4 24. Qxh4 gxf3 25. Kf2 Kg7 26. Kxf3 Rh8 27. Qf6+ Kh7 28. Qxf7+ Kh6 29. Rg1 Rhf8 30. Qxg6# 1-0,e3,c5,Win,e3,1755,1754
Rated Bullet game,https://lichess.org/9EHbquhw,2020.05.30,OzymandiasS,Loris77,1-0,2020/05/30,14:41:48,1749,1752,+6,-6,Standard,60+0,A00,Time forfeit,1. e3 b6 2. d4 Bb7 3. b3 Bxg2 4. Bb2 Bxh1 5. Nd2 Bb7 6. c4 f6 7. Qc2 d5 8. f3 dxc4 9. Ne2 cxb3 10. axb3 Nc6 11. Nc4 e6 12. Nf4 Bc8 13. Bd3 Nce7 14. O-O-O Rb8 15. e4 Ba6 16. d5 exd5 17. exd5 Bxc4 18. Bxh7 Bxd5 19. Ne6 Qd6 20. Bg6+ Kd7 21. Bf5 Ke8 22. Nd4 Nxf5 23. Nxf5 Qf4+ 24. Kb1 c6 25. Re1+ Kf7 26. Nd4 Qh6 27. Nxc6 Bxc6 28. Qxc6 Kg6 29. Qe6 Qg5 30. Qe4+ Qf5 31. Rg1+ Kf7 32. Qxf5 Re8 33. Qd7+ 1-0,e3,b6,Win,e3,1749,1752
Rated Bullet game,https://lichess.org/o3AdZLFC,2020.05.30,Wildebras,OzymandiasS,1-0,2020/05/30,14:39:02,1774,1754,+5,-5,Standard,60+0,C41,Normal,1. e4 d6 2. d4 e5 3. Nf3 exd4 4. Nxd4 Nf6 5. Nc3 Be7 6. Bg5 O-O 7. Qd2 Nbd7 8. O-O-O Re8 9. f4 Nf8 10. Bd3 Ng6 11. f5 Ne5 12. Nf3 Nxd3+ 13. Qxd3 Nxe4 14. Nxe4 d5 15. Bxe7 dxe4 16. Qxd8 Rxd8 17. Rxd8# 1-0,e4,d6,Loss,d6,1754,1774
Rated Bullet game,https://lichess.org/RhKUCUta,2020.05.30,DeathlyWarrior,OzymandiasS,0-1,2020/05/30,14:36:24,1694,1750,-14,+4,Standard,60+0,C41,Time forfeit,1. e4 d6 2. Nf3 e5 3. Bc4 Be6 4. Bxe6 fxe6 5. g3 Nf6 6. O-O Be7 7. Nh4 O-O 8. Nc3 Nbd7 9. d4 exd4 10. Qxd4 e5 11. Qc4+ Kh8 12. Nd5 c6 13. Nxe7 Qxe7 14. Bg5 h6 15. Nf5 Qe8 16. Bxf6 Nxf6 17. Qb3 b6 18. f3 d5 19. exd5 cxd5 20. Nd6 Qc6 21. Nb5 e4 22. Rad1 e3 23. Rde1 Rae8 24. Nc3 d4 25. Na4 Nd5 26. f4 e2 27. Rf2 Qe6 28. Qd3 Qe3 29. Kg2 Qxd3 30. cxd3 Ne3+ 31. Kf3 Nc2 32. Rfxe2 Rxe2 33. Rxe2 Nb4 34. a3 Nxd3 35. b4 Nc5 36. Nb2 Nb3 37. Nd3 Nc1 38. Re6 Ne2 39. Kxe2 Rc8 40. Kf3 Rc2 41. Re8+ Kh7 42. Ke4 Rc3 43. Kxd4 Rxa3 44. Ne5 Ra4 45. Nf7 Rxb4+ 46. Kd5 b5 47. Kc6 a5 0-1,e4,d6,Win,d6,1750,1694
Rated Bullet game,https://lichess.org/08tsW2hE,2020.05.30,OzymandiasS,blackrock_rdl,0-1,2020/05/30,14:33:31,1756,1727,-6,+6,Standard,60+0,D05,Time forfeit,1. e3 e6 2. d4 d5 3. Nf3 Nf6 4. Bd3 Bb4+ 5. c3 Be7 6. Bd2 O-O 7. Na3 c5 8. Nc2 c4 9. Be2 Nbd7 10. O-O Ne4 11. Bc1 f5 12. Nd2 Nxd2 13. Bxd2 Nf6 14. Bf3 Ne4 15. Be1 Bg5 16. Bxe4 fxe4 17. Bd2 Qf6 18. Ne1 Rd8 19. g3 e5 20. Ng2 exd4 21. exd4 Bh3 22. Bxg5 Qxg5 23. Re1 Rf8 24. Re2 Qf6 25. Qe1 Qf3 26. Qf1 Qxg2+ 27. Qxg2 Bxg2 28. Kxg2 Rf3 29. Re3 Raf8 30. Rf1 g5 31. Rxf3 Rxf3 32. Re1 h5 33. Re3 g4 34. Rxf3 gxf3+ 35. Kf1 Kf7 36. Ke1 Kf6 37. Kd2 Kg5 38. Ke3 Kg4 39. a3 h4 40. a4 hxg3 41. hxg3 a5 42. Kd2 Kh3 43. Ke3 Kg2 44. Kf4 Kxf2 45. g4 Ke2 46. g5 f2 47. g6 f1=Q+ 48. Ke5 Qg1 49. Kxd5 Qxg6 50. Kxc4 Qc6+ 51. Kb3 Kd3 52. Ka3 Qc4 53. b3 Qxc3 54. d5 Kc2 0-1,e3,e6,Loss,e3,1756,1727
Rated Bullet game,https://lichess.org/JCJ0Zz3c,2020.05.30,OzymandiasS,hanynm19,0-1,2020/05/30,14:25:07,1761,1776,-5,+6,Standard,60+0,A00,Time forfeit,1. e3 e6 2. d4 d5 3. Bd3 c5 4. Nf3 cxd4 5. exd4 Nf6 6. O-O Bd6 7. b3 O-O 8. Bb2 Nbd7 9. Nbd2 a6 10. c4 dxc4 11. bxc4 b5 12. c5 Bc7 13. Ne4 Bb7 14. Nxf6+ Nxf6 15. Qc2 g6 16. Ng5 Qd5 17. f3 Qxg5 18. Bc1 Qd5 19. Bh6 Qxd4+ 20. Kh1 Rfd8 21. Be4 Nxe4 22. fxe4 Bxe4 23. Qf2 Qxf2 24. Rxf2 f5 25. Kg1 Kf7 26. g4 Rd5 27. c6 Bb6 0-1,e3,e6,Loss,e3,1761,1776
Rated Bullet game,https://lichess.org/BJr2ttUo,2020.05.30,thomid,OzymandiasS,1-0,2020/05/30,14:22:44,1776,1767,+5,-6,Standard,60+0,A01,Normal,1. b3 e6 2. Bb2 f5 3. g3 Nf6 4. Bg2 Be7 5. e3 O-O 6. Ne2 c6 7. d4 d5 8. Nd2 Nbd7 9. c4 Re8 10. cxd5 Nxd5 11. O-O Nf8 12. Nf3 Bd7 13. Ne5 Ng6 14. Nxg6 hxg6 15. Bxd5 exd5 16. Nf4 g5 17. Ng6 Bf6 18. Qh5 Kf7 19. Ne5+ Kg8 20. Ng6 Kf7 21. Ne5+ Kg8 22. f4 g4 23. h3 Qe7 24. hxg4 fxg4 25. f5 Bxe5 26. dxe5 Qc5 27. Bd4 Qc2 28. Qg5 Rf8 29. f6 Qe4 30. Qxg7# 1-0,b3,e6,Loss,e6,1767,1776
Rated Bullet game,https://lichess.org/fkV02e4U,2020.05.30,OzymandiasS,jokerutt,0-1,2020/05/30,14:18:24,1774,1704,-7,+7,Standard,60+0,C00,Normal,1. e4 e6 2. d3 d5 3. Nc3 dxe4 4. Nxe4 Nf6 5. Nxf6+ Qxf6 6. g3 c6 7. Bg2 e5 8. Ne2 Bc5 9. O-O Bg4 10. Be3 Qd6 11. Qd2 O-O 12. c3 Bxe2 13. Qxe2 Bxe3 14. fxe3 f6 15. Rad1 Nd7 16. d4 Qe7 17. dxe5 Nxe5 18. Qh5 Rad8 19. Rxd8 Rxd8 20. Qf5 Qd7 21. Qxd7 Rxd7 22. Be4 Rd2 23. Rb1 g6 24. b3 f5 25. Bg2 Rxa2 26. b4 Rc2 27. Rb3 a6 28. Bf1 Ng4 29. Bc4+ Kg7 30. Be6 Nxe3 31. Bc8 Rg2+ 32. Kh1 Rf2 33. Bxb7 Rf1# 0-1,e4,e6,Loss,e4,1774,1704
Rated Bullet game,https://lichess.org/2LLLV8PP,2020.05.30,jokerutt,OzymandiasS,0-1,2020/05/30,14:16:13,1708,1769,-4,+5,Standard,60+0,A41,Time forfeit,1. e4 d6 2. d4 e5 3. d5 Be7 4. c4 Nf6 5. Nc3 O-O 6. Bd3 Bd7 7. Nge2 c6 8. O-O cxd5 9. cxd5 Re8 10. f3 Bf8 11. Be3 g6 12. Rc1 Bg7 13. Qd2 Re7 14. a3 Be8 15. Nb5 Bxb5 16. Bxb5 Nbd7 17. Nc3 a6 18. Be2 Rc8 19. Rc2 Nc5 20. Rfc1 Rec7 21. Bxc5 Rxc5 22. Na4 Rxc2 23. Rxc2 Rxc2 24. Qxc2 Nd7 25. Qb3 Qc7 26. Qc3 Qxc3 27. Nxc3 Nc5 28. Kf2 f5 29. Ke3 f4+ 30. Kd2 Bf8 31. b4 Nd7 32. b5 a5 33. a4 b6 34. Nd1 Nc5 35. Nb2 Be7 36. Bc4 Bh4 0-1,e4,d6,Win,d6,1769,1708
Rated Bullet game,https://lichess.org/CgZMrORI,2020.05.30,OzymandiasS,jokerutt,1-0,2020/05/30,14:14:18,1764,1713,+5,-5,Standard,60+0,D05,Time forfeit,1. e3 e6 2. d4 d5 3. Nf3 Nf6 4. Bd3 Bd6 5. O-O c6 6. b3 O-O 7. Bb2 Re8 8. Nbd2 Nbd7 9. c4 e5 10. c5 Bc7 11. Re1 e4 12. Ne5 exd3 13. Nxd7 Bxd7 14. Nf3 Bg4 15. Qxd3 Bxf3 16. gxf3 Nh5 17. Qf5 Qh4 18. Kf1 g6 19. Qd7 Rac8 20. Ke2 Nf4+ 21. Kd2 Nh3 22. e4 dxe4 23. fxe4 Qxf2+ 24. Re2 Qf4+ 25. Kc3 Qf3+ 26. Kb4 Qxe2 27. d5 1-0,e3,e6,Win,e3,1764,1713
Rated Bullet game,https://lichess.org/Fkiv9eTO,2020.05.30,OzymandiasS,alexandermc,1-0,2020/05/30,14:11:58,1758,1752,+6,-6,Standard,60+0,A00,Time forfeit,1. e3 g6 2. d4 Bg7 3. Bd3 Nf6 4. b3 O-O 5. Bb2 e6 6. Nd2 d5 7. Ne2 c5 8. O-O cxd4 9. exd4 Nc6 10. c4 dxc4 11. bxc4 Bd7 12. Nb3 Qc7 13. Rc1 Rac8 14. d5 exd5 15. cxd5 Qd6 16. dxc6 Bxc6 17. Bxf6 Qxf6 18. Qd2 Rfd8 19. Nc5 Bb5 20. Nf4 g5 21. Nh5 Qd4 22. Nxg7 Qxg7 23. Qe3 Bc6 24. Ne4 g4 25. Ng5 h6 26. Nxf7 Qxf7 27. Bc4 Qxc4 28. Rxc4 Bd5 29. Qxh6 1-0,e3,g6,Win,e3,1758,1752
Rated Bullet game,https://lichess.org/YBjn32Cq,2020.05.30,smd_training,OzymandiasS,0-1,2020/05/30,14:09:32,1768,1752,-6,+6,Standard,60+0,D31,Normal,1. d4 d5 2. c4 e6 3. Nc3 dxc4 4. e4 Nf6 5. Bxc4 Be7 6. Bg5 O-O 7. Nf3 Nd5 8. Bxe7 Nxe7 9. O-O b6 10. e5 Bb7 11. Qd3 Nd7 12. Rfe1 Rc8 13. Rad1 c5 14. Bb3 cxd4 15. Nxd4 Nc5 16. Qe2 Nxb3 17. axb3 Nd5 18. Nxd5 Bxd5 19. Rc1 Rxc1 20. Rxc1 Qd7 21. f3 Rc8 22. Rxc8+ Qxc8 23. h3 Qc1+ 24. Kh2 Qf4+ 25. g3 Qxd4 26. h4 Bxb3 27. Kh3 Bc4 28. Qc2 h6 29. g4 Bd5 30. Kg3 Qxe5+ 31. Kf2 Qh2+ 32. Ke3 Qxc2 33. Kf4 Qxb2 34. Kg3 Qe2 35. Kf4 Qxf3+ 36. Ke5 Qxg4 37. Kd6 Qxh4 38. Kd7 Qd4 39. Kd6 Bc4+ 40. Kc7 f5 41. Kb7 f4 42. Ka8 f3 43. Kxa7 f2 44. Kb7 f1=Q 45. Kb8 e5 46. Kb7 e4 47. Kb8 e3 48. Kb7 e2 49. Kb8 e1=Q 50. Kb7 Bd5+ 51. Kb8 Bb7 52. Kxb7 b5 53. Kb8 b4 54. Kb7 b3 55. Kb8 b2 56. Kc8 b1=Q 57. Kc7 Qec1# 0-1,d4,d5,Win,d5,1752,1768
Rated Bullet game,https://lichess.org/Mr3Li7qv,2020.05.30,non-101,OzymandiasS,0-1,2020/05/30,14:03:49,1743,1747,-6,+5,Standard,60+0,C00,Time forfeit,1. e4 e6 2. d3 d5 3. Nd2 dxe4 4. dxe4 Nf6 5. Ngf3 Be7 6. g3 b6 7. Bg2 Bb7 8. O-O Nbd7 9. Re1 O-O 10. c3 c5 11. Qe2 Rc8 12. e5 Nd5 13. Nf1 h6 14. c4 Nc7 15. h4 f6 16. exf6 Nxf6 17. N1h2 e5 18. Nxe5 Bxg2 19. Kxg2 Bd6 20. Ng6 Re8 21. Qf1 Ne4 22. Be3 Qf6 23. Nf4 Ne6 24. Nxe6 Rxe6 25. Ng4 Qf5 26. Nh2 Rf8 27. Bf4 Bxf4 28. gxf4 Qxf4 29. Rxe4 Rxe4 30. Re1 Qxh4 31. Nf3 Rxe1 32. Qxe1 Qg4+ 33. Kf1 Qxf3 34. Qe6+ Kh7 35. Qd5 Qxd5 0-1,e4,e6,Win,e6,1747,1743
Rated Bullet game,https://lichess.org/ZgCdzkg5,2020.05.30,speluncas,OzymandiasS,1-0,2020/05/30,14:02:31,1741,1752,+6,-5,Standard,60+0,B00,Normal,1. e4 d6 2. d4 g6 3. f4 Bg7 4. c3 e6 5. Nf3 Ne7 6. Bd3 O-O 7. O-O b6 8. Na3 Bb7 9. Nc2 Nd7 10. Ne3 Rc8 11. Qe1 c5 12. g4 cxd4 13. cxd4 e5 14. f5 exd4 15. Ng2 gxf5 16. gxf5 Ne5 17. Qg3 Nxf3+ 18. Rxf3 Kh8 19. Kh1 Bf6 20. Bg5 Rg8 21. Bxf6+ Rg7 22. Qxg7# 1-0,e4,d6,Loss,d6,1752,1741
